Inferior (PCI)";Densidade ;Referência;Fatores de Emissão;;Fatores de Emissão (unidades originais) - IPCC (2006);;;;;;;;;Fatores de Emissão (unidades convertidas);;;;;;;;;;Combustível;;;;Definição;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Referência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;CO2 (kg/TJ);Fonte;CH4 (kg/TJ) por setor de atividade;;;;N2O (kg/TJ) por setor de atividade;;;;;CO2 (kg/un.);CH4 (kg/un.) por setor de atividade;;;;N2O (kg/un.) por setor de atividade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;(GJ/t);(kg/unidade);;;;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;;;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Acetileno;-;kg;-;-;Programa Brasileiro GHG Protocol;;-;-;-;-;-;-;-;-;-;;3;-;-;-;-;-;-;-;-;;Acetileno;;;;O acetileno é um hidrocarboneto, cuja fórmula molecular é C₂H₂. Trata-se de uma gás incolor bastante utilizado em processos de solda ou corte de metais por maçarico. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FISPQ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Lubrificantes;Lubricants;Litros;42,4; 0,88 ;BEN 2023;73.333;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 2,7 ;0,00011;0,00011;0,00037;0,00037;0,000022;0,000022;0,000022;0,000022;;Lubrificantes;;;;Líquido obtido por destilação do petróleo bruto. Os óleos lubrificantes são utilizados para reduzir o atrito e o desgaste de peças e equipamentos, desde o delicado mecanismo de relógio até os pesados mancais de navios e máquinas industriais.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Nafta;Naphtha;m³;44,5;702;BEN 2023;73.333;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;2.291;0,09373;0,09373;0,31243;0,31243;0,018746;0,018746;0,018746;0,018746;;Nafta;;;;Derivado de petróleo utilizado principalmente como matéria-prima da indústria petroquímica (“nafta petroquímica” ou “nafta não energética”) na produção de eteno e propeno, além de outras frações líquidas, tais como benzeno, tolueno e xilenos. A nafta energética é utilizada para a geração de gás de síntese através de um processo industrial (reformação com vapor d’água). Esse gás era utilizado na produção do gás canalizado doméstico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Óleo Combustível;Residual Fuel Oil;Litros;40,2;1;BEN 2023;77.367;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 3,1 ;0,00012;0,00012;0,00040;0,00040;0,000024;0,000024;0,000024;0,000024;;Óleo Combustível;;;;Óleos residuais de alta viscosidade, obtidos do refino do petróleo ou através da mistura de destilados pesados com óleos residuais de refinaria. São utilizados como combustível pela indústria, em equipamentos destinados a produzir trabalho a partir de uma fonte térmica.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Óleo de Xisto;Shale Oil;Toneladas;38,1;1;IPCC 2006;73.3;IPCC 2006;3;3;10;10;0,6;0,6;0,6;0,6;;2.793;0,11430;0,11430;0,38100;0,38100;0,022860;0,022860;0,022860;0,022860;;Óleo de Xisto;;;;Óleo obtido através do processamento do xisto betuminoso.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Óleo Diesel (puro);Diesel Oil;Litros;42,3; 0,840 ;BEN 2023;74.067;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 2,6 ;0,00011;0,00011;0,00036;0,00036;0,000021;0,000021;0,000021;0,000021;;Óleo Diesel (puro);;;;"Combustível produzido por processos de refino de petróleo ou centrais de matérias-primas petroquímicas, destinado a veículos dotados de motores do ciclo
diesel, de uso rodoviário, sem adição de biodiesel.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Óleos Residuais;Waste Oils;Toneladas;40,2;1;IPCC 2006;73.3;IPCC 2006;30;30;300;300;4;4;4;4;;2.947;120,600;120,600;1,206,000;1,206,000;0,160800;0,160800;0,160800;0,160800;;Óleos Residuais;;;;Óleos residuais são óleos já utilizados (por exemplo, óleo lubrificante utilizado) que são queimados para gerar calor.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IPCC 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Outros Produtos de Petróleo;Other Petroleum Products;Toneladas;42,7;1;BEN 2023;73.333;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;3.132;0,12812;0,12812;0,42705;0,42705;0,025623;0,025623;0,025623;0,025623;;Outros Produtos de Petróleo;;;;Inclui outros energéticos de petróleo e outros não-energéticos de petróleo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Parafina;Paraffin Waxes;Toneladas;40,2;1;IPCC 2006;73.3;IPCC 2006;3;3;10;10;0,6;0,6;0,6;0,6;;2.947;0,12060;0,12060;0,40200;0,40200;0,024120;0,024120;0,024120;0,024120;;Parafina;;;;Frações do petróleo compostas basicamente de hidrocarbonetos sólidos parafínicos obtidos no processo de desparafinação dos óleos lubrificantes. Tem largo emprego na indústria de velas, papéis, lonas, baterias, pilhas, laticínios, frigoríficos e alguns produtos químicos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Petróleo Bruto;Crude Oil;m³;45,2;884;BEN 2023;73.333;IPCC 2006;3;3;10;10;0,6;0,6;0,6;0,6;;2.931;0,11992;0,11992;0,39972;0,39972;0,023983;0,023983;0,023983;0,023983;;Petróleo Bruto;;;;Todo e qualquer hidrocarboneto líquido em seu estado natural, a exemplo do óleo cru e condensado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Querosene de Aviação;Jet Kerosene;Toneladas;43,5;1;BEN 2023;71.5;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;3.113;0,13063;0,13063;0,43543;0,43543;0,026126;0,026126;0,026126;0,026126;;Querosene de Aviação;;;;Derivado de petróleo utilizado como combustível em turbinas de aeronaves.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Querosene Iluminante;Other Kerosene;Toneladas;43,5;1;BEN 2023;71.867;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;3.129;0,13063;0,13063;0,43543;0,43543;0,026126;0,026126;0,026126;0,026126;;Querosene Iluminante;;;;Utilizado, em geral, como solvente e combustível de lamparinas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Resíduos Industriais;Industrial Wastes;TJ;N/A; N/A ;IPCC 2006;143;IPCC 2006;30;30;300;300;4;4;4;4;;143;30;30;300;300;4;4;4;4;;Resíduos Industriais;;;;Resíduos industriais são produtos sólidos e líquidos (pneus, por exemplo) queimados diretamente, normalmente em plantas especializadas, para produzir calor e/ou energia e que não são reportadas como biomassa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IPCC 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Resíduos Municipais (fração não-biomassa);Municipal Wastes (non-biomass fraction);Toneladas;10,0;1;IPCC 2006;91.7;IPCC 2006;30;30;300;300;4;4;4;4;;917;0,30000;0,30000;300,000;300,000;0,040000;0,040000;0,040000;0,040000;;Resíduos Municipais (fração não-biomassa);;;;Incluem resíduos gerados por domicílios, indústrias, hospitais e setor terciário, que são incinerados em instalações específicas e utilizados com propósitos energéticos. Apenas a fração não-biodegradável do combustível deve ser incluída.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IPCC 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Solventes;Other Petroleum Products;Litros;44,2; 0,741 ;BEN 2023;73.333;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 2,4 ;0,00010;0,00010;0,00033;0,00033;0,000020;0,000020;0,000020;0,000020;;Solventes;;;;Produto líquido derivado das frações resultantes do processamento de petróleo, gás natural, frações de refinarias e indústrias petroquímicas, capaz de ser utilizado como dissolvente de substâncias sólidas e/ou líquidas, puro ou em mistura, cuja faixa de destilação tenha seu ponto inicial superior a 25º C e ponto final inferior a 280º C, com exceção de qualquer tipo de gasolina, querosene ou diesel especificados pela ANP.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Turfa;Peat;Toneladas;9,76;1;IPCC 2006;106;IPCC 2006;1;2;10;300;1,5;1,5;1,4;1,4;;1.035;0,00976;0,01952;0,09760;292,800;0,014640;0,014640;0,013664;0,013664;;Turfa;;;;Combustível macio, poroso ou comprimido, proveniente de depósito sedimentar de origem vegetal, incluindo material lenhoso com alto teor de água (até 90 por cento no estado bruto), fácil de cortar. Turfa utilizada para fins não energéticos não está incluída. Embora trufa não seja um combustível fóssil no sentido estrito, suas características de emissão de gases de efeito estufa são comparáveis às de combustíveis fósseis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IPCC 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Xisto Betuminoso e Areias Betuminosas;Oil Shale and Tar Sands;Toneladas;8,9;1;IPCC 2006;107;IPCC 2006;1;10;10;300;1,5;1,5;1,5;1,5;;952;0,00890;0,08900;0,08900;267,000;0,013350;0,013350;0,013350;0,013350;;Xisto Betuminoso e Areias Betuminosas;;;;Xisto betuminoso é uma rocha sedimentar, normalmente argilosa, muito rica em matéria orgânica (querogênio). Quando submetido a temperaturas elevadas, o xisto betuminoso libera óleo, água e gás, e deixa um resíduo sólido contendo carbono.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tabela 2. Fatores de emissão por utilização de biomassa como combustível;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nº ref.;Combustível;Combustível mais próximo utilizado pelo IPCC;Unidades;Poder calorífico inferior ;Densidade ;Referência;Fatores de Emissão;;Fatores de Emissão (unidades originais) - IPCC (2006);;;;;;;;;Fatores de Emissão (unidades convertidas);;;;;;;;;;Combustível;;;;Definição;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Referência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;CO2 (kg/TJ);Fonte;CH4 (kg/TJ) por setor de atividade;;;;N2O (kg/TJ) por setor de atividade;;;;;CO2 (kg/un.);CH4 (kg/un.) por setor de atividade;;;;N2O (kg/un.) por setor de atividade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;(GJ/t);(kg/unidade);;;;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;;;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;Energia;Manufatura ou Construção;Comercial ou Institucional;Residencial, Agricultura, Florestal ou Pesca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Etanol Anidro;Other Liquid Biofuels;Litros;28,3; 0,791 ;BEN 2023;70.767;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 1,6 ;0,00007;0,00007;0,00022;0,00022;0,000013;0,000013;0,000013;0,000013;;Etanol Anidro;;;;Álcool etílico anidro combustível ou etanol anidro combustível destinado ao distribuidor para compor uma mistura com a gasolina A na formulação da gasolina C, em proporção definida por legislação aplicável, devendo ser comercializado conforme a especificação da ANP.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Etanol Hidratado;Other Liquid Biofuels;Litros;26,4; 0,809 ;BEN 2023;70.767;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;; 1,5 ;0,00006;0,00006;0,00021;0,00021;0,000013;0,000013;0,000013;0,000013;;Etanol Hidratado;;;;Álcool etílico hidratado combustível ou etanol hidratado combustível destinado à venda no posto revendedor para o consumidor final, conforme especificação da ANP.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Bagaço de Cana;Other Primary Solid Biomass;Toneladas;8,9;1;BEN 2023;100.1;MCTIC 2016;30;30;300;300;4;4;4;4;;893;0,26754;0,26754;267,537;267,537;0,035672;0,035672;0,035672;0,035672;;Bagaço de Cana;;;;Para o bagaço de cana, foi utilizado o poder calorífico calculado experimentalmente pelo antigo Instituto do Açúcar e do Álcool - IAA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Biodiesel (B100);Biodiesels;Litros;37,7; 0,880 ;BEN 2023;74.067;IPCC 2006;3;3;10;10;0,6;0,6;0,6;0,6;; 2,5 ;0,00010;0,00010;0,00033;0,00033;0,000020;0,000020;0,000020;0,000020;;Biodiesel (B100);;;;"Combustível composto de alquilésteres de ácidos carboxílicos de cadeia longa, produzido a partir da transesterificação e/ou esterificação de matérias graxas,
de gorduras de origem vegetal ou animal, e que atenda à especificação contida no Regulamento Técnico da ANP.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Biogás (outros);Other biogas;Toneladas;20,0;1;DEFRA, 2023;85.271;IPCC 2006;1;1;5;5;0,1;0,1;0,1;0,1;;1.705;0,02000;0,02000;0,10000;0,10000;0,002000;0,002000;0,002000;0,002000;;Biogás;;;;O biogás é um gás bruto obtido da decomposição biológica de produtos ou resíduos orgânicos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Biogás de aterro;Landfill biogas;Toneladas;12,3;1;DEFRA, 2023;119.241;IPCC 2006;1;1;5;5;0,1;0,1;0,1;0,1;;1.467;0,01230;0,01230;0,06150;0,06150;0,001230;0,001230;0,001230;0,001230;;Biogás de aterro;;;;O biogás é um gás bruto obtido da decomposição biológica de produtos ou resíduos orgânicos. Neste caso, o biogás é produzido a partir de aterros sanitários.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Biometano;Other biogas;Toneladas;49,0;1;DEFRA, 2023;56.1;IPCC 2006;1;1;5;5;0,1;0,1;0,1;0,1;;2.749;0,04900;0,04900;0,24500;0,24500;0,004900;0,004900;0,004900;0,004900;;Biometano;;;;O biometano é um biocombustível gasoso constituído essencialmente de metano, derivado da purificação do biogás;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ANP 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Caldo de Cana;Other Liquid Biofuels;Toneladas;2,6;1;BEN 2023;79.567;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;207;0,00779;0,00779;0,02596;0,02596;0,001557;0,001557;0,001557;0,001557;;Caldo de Cana;;;;De cada tonelada de cana esmagada para produção de álcool são obtidos cerca de 730 kg de caldo de cana (não se considera a água utilizada na lavagem da cana).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Carvão Vegetal;Charcoal;Toneladas;27,0;1;BEN 2023;106.7;MCTIC 2016;200;200;200;200;4;4;1;1;;2.886;540,935;540,935;540,935;540,935;0,108187;0,108187;0,027047;0,027047;;Carvão Vegetal;;;;O poder calorífico empregado foi de pesquisas efetuadas nas Companhias Siderúrgicas Belgo Mineira e Acesita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Lenha Comercial;Wood / Wood Waste;Toneladas;13,0;1;BEN 2023;111.833;IPCC 2006;30;30;300;300;4;4;4;4;;1.451;0,38937;0,38937;389,372;389,372;0,051916;0,051916;0,051916;0,051916;;Lenha Comercial;;;;Madeira e resíduos de madeira queimados diretamente para energia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Licor Negro (Lixívia);Sulphite lyes (Black Liquor);Toneladas;12,0;1;BEN 2023;95.333;IPCC 2006;3;3;3;3;2;2;2;2;;1.142;0,03592;0,03592;0,03592;0,03592;0,023948;0,023948;0,023948;0,023948;;Licor Negro (Lixívia);;;;Para a lixívia, foi empregado o poder calorífico adotado pela BRACELPA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Melaço;Other Liquid Biofuels;Toneladas;7,7;1;BEN 2023;79.567;MCTIC 2016;3;3;10;10;0,6;0,6;0,6;0,6;;616;0,02324;0,02324;0,07746;0,07746;0,004647;0,004647;0,004647;0,004647;;Melaço;;;;O melaço é um produto primário da cana-de-açúcar, obtido a partir do esmagamento da cana.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Resíduos Municipais (fração biomassa);Municipal Wastes (biomass fraction);Toneladas;11,6;1;IPCC 2006;100;IPCC 2006;30;30;300;300;4;4;4;4;;1.16;0,34800;0,34800;348,000;348,000;0,046400;0,046400;0,046400;0,046400;;Resíduos Municipais (fração biomassa);;;;Inclui os resíduos produzidos por residências, indústrias, hospitais e setor terciário, que são incinerados em instalações específicas e utilizado para fins energéticos. Apenas a fração do combustível que é biodegradável deve ser incluída aqui.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IPCC 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Resíduos Vegetais;Other Primary Solid Biomass;Toneladas;11,6;1;MCTIC 2016;100.1;MCTIC 2016;30;30;300;300;4;4;4;4;;1.161;0,34800;0,34800;348,000;348,000;0,046400;0,046400;0,046400;0,046400;;Resíduos Vegetais;;;;Resíduos vegetais são classificadas como Outras Fontes Primárias de energia. Estão incluídos neste item, por exemplo: casca de arroz, lâ morta de algodão e outros resíduos gerados na agricultura.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEN 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seção 3 - Fatores de emissão para transporte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.1 Fatores para combustão móvel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fator de emissão por tipo de combustível;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tabela 3. Fatores de emissão por utilização de combustíveis fósseis em fontes móveis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Combustível;Unidade;Poder Calorífico Inferior;Densidade;Referência;Fatores de Emissão (kg GEE/un.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(kcal/kg);(kg/unidade);;CO2 ;CH4;N2O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gasolina Automotiva (pura);litros;10.4;0,742;BEN 2023;2,212;0,0008;0,00026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Óleo Diesel (puro);litros;10.1;0,840;BEN 2023;2,603;0,0001;0,00014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gás Natural Veicular (GNV);m³;8.8;-;BEN 2023;1,999;0,0034;0,00011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gás Natural Liquefeito (GNL);litros;10.898;0,452;DEFRA 2024;1,170;0,0019;0,00006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gás Liquefeito de Petróleo (GLP);kg;11.1;-;BEN 2023;2,932;0,0029;0,00001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Querosene de Aviação;litros;10.4;0,799;BEN 2023;2,517;0,0000;0,00007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gasolina de Aviação;litros;10.6;0,726;BEN 2023;2,251;0,0000;0,00006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Lubrificantes;litros;10.12;0,875;BEN 2023;2,718;0,0001;0,00014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Metanol;litros;4.761;0,793;DEFRA 2024;1,089;0,0001;0,00001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Óleo Combustível;litros;9.59;1,000;BEN 2023;3,106;0,0004;0,00002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Tabela 4. Fatores de emissão por utilização biocombustível em fontes móveis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Combustível;Unidade;Poder Calorífico Inferior;Densidade;Referência;Fatores de Emissão (kg GEE/un.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(kcal/kg);(kg/unidade);;CO2;CH4;N2O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Etanol Hidratado;litros;6.3;0,809;BEN 2023;1,457;0,0004;0,00001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
